project_id,section_id,task_content,completed_at,deadline,description,due_date,duration
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,27\\. Historia militar visualizada (2016),,,,None,
6f3q9rqqQqCV7WQh,,Dios creó los números hucking,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,28\\. Viaje por carretera en Florida (viaje por carretera en el centro de Florida) (2017),,,,None,
6f3q9rqqQqCV7WQh,,"Dragon Y El Unicornio, El Pasta blanda – 2013 por Alejandro Carrillo Castro (Autor)",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,29\\. Ucrania en llamas 2 (2022),,,,None,
6f3q9rqqQqCV7WQh,,El chapó guzmán el juicio del siglo,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,30\\. Los juguetes que nos hicieron (2017-2019),,,,None,
6f3q9rqqQqCV7WQh,,El mal menor,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,31\\. Halo (2022),,,,None,
6f3q9rqqQqCV7WQh,,EL PUNTO CLAVE,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,1\\. Francotirador: Ultimate Kill (2017),,,,None,
6f3q9rqqQqCV7WQh,,Erase una vez en México libro,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,2\\. Francotirador: Fin del Asesino (2020),,,,None,
6f3q9rqqQqCV7WQh,,Fwd: la flor de la vida pdf,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,3\\. Francotirador americano (2014),,,,None,
6f3q9rqqQqCV7WQh,,Jonathan Haide (Libros),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,4\\. Francotirador: G.R.I.T. - Equipo de Respuesta Global e Inteligencia (2023),,,,None,
6f3q9rqqQqCV7WQh,,"Judgement under Uncertainty («Discernimiento en la incertidumbre»), Tversky y Kahneman",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,5\\. Francotirador: MisiÃ³n Rogue (2022),,,,None,
6f3q9rqqQqCV7WQh,,Ladrón de esperanzas - - - Fco Martín Moreno,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,6\\. Francotirador. El cuervo blanco (2022),,,,None,
6f3q9rqqQqCV7WQh,,LAS MATEMATICAS DEL AMOR HANNAH FRY,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,7\\. Francotirador: Tirador Fantasma (2016),,,,None,
6f3q9rqqQqCV7WQh,,Las voces de chernobil,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,8\\. Francotirador: Reloaded (2011),,,,None,
6f3q9rqqQqCV7WQh,,LEONARDO DA VINCI WALTER ISAACSON,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,9\\. Fortaleza: Ojo de Francotirador (2022),,,,None,
6f3q9rqqQqCV7WQh,,Libro elogio a la traicion,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,10\\. Francotirador: Legacy (2014),,,,None,
6f3q9rqqQqCV7WQh,,Los piratas del boulevard,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,11\\. Francotirador: Operaciones Especiales (2016),,,,None,
6f3q9rqqQqCV7WQh,,Madres fuertes hijos fuertes,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,12\\. Francotirador (2020),,,,None,
6f3q9rqqQqCV7WQh,,Verifícalo en Amazon Diario del presidente Polk [Amazon.com](https://www.amazon.com/dp/607030876X/ref=cm_sw_r_u_apa_glt_fabc_A3BKDHPAMGA6QCKYKFME),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,13\\. Francotiradores (2022),,,,None,
6f3q9rqqQqCV7WQh,,Los apuntes hijos,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,14\\. Los francotiradores de Washington (2013),,,,None,
6f3q9rqqQqCV7WQh,,Morir es un alivio libro,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,15\\. Sniper Elite (2014),,,,None,
6f3q9rqqQqCV7WQh,,Decameron,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,16\\. Francotirador Elite 5 (2022),,,,None,
6f3q9rqqQqCV7WQh,,Boquitas pintadas de Manuel Puig,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,17\\. El francotirador (2009),,,,None,
6f3q9rqqQqCV7WQh,,El beso de la mujer araña por Manuel Puig,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,18\\. Francotirador: Venganza (2023),,,,None,
6f3q9rqqQqCV7WQh,,El mundo alucinante por Reynaldo Arenas,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,19\\. Francotirador (2021),,,,None,
6f3q9rqqQqCV7WQh,,De como no fui el hombre de la decada y otras decepciones. Libro,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,20\\. Francotirador siberiano (2021),,,,None,
6f3q9rqqQqCV7WQh,,Corazón diario de un niño,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,21\\. Sniper Elite 4 (2017),,,,None,
6f3q9rqqQqCV7WQh,,The Wit and Wisdom of Winston Churchill,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,22\\. Juji zhi wang: Ansha (2022),,,,None,
6f3q9rqqQqCV7WQh,,Leer poemas de Antonio Machado,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"22\\. Yo, francotirador: The Washington Killers (2020)",,,,None,
6f3q9rqqQqCV7WQh,,Verifícalo en Amazon Gustavo A. Madero (Vientos del Pueblo) (Spanish Edition) [Amazon.com](https://www.amazon.com/dp/B08F4N8P4B/ref=cm_sw_r_awdo_navT_g_VNR62TXXR93JG7CJQW5A),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,23\\. Francotirador asesino: Disparar a matar (2014),,,,None,
6f3q9rqqQqCV7WQh,,El seductor de la patria por Enrique Serna,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,24\\. Francotirador: Dentro de la mira (2009),,,,None,
6f3q9rqqQqCV7WQh,,Estas ruinas que vez de Ibarguengoitia,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,25\\. Una guerra de francotiradores (2018),,,,None,
6f3q9rqqQqCV7WQh,,Las preciosas ridiculas de Moliere,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,26\\. Francotirador (2020),,,,None,
6f3q9rqqQqCV7WQh,,Tarturfo de Molier,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,27\\. Francotirador de D.C. (2010),,,,None,
6f3q9rqqQqCV7WQh,,Verifícalo en Amazon Cabeza De Vaca [Amazon.com.mx](https://www.amazon.com.mx/dp/8466667504/ref=cm_sw_r_apan_i_HR73NDF848WESCSF39BP),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,28\\. Detective Conan: El francotirador de otra dimensiÃ³n (2014),,,,None,
6f3q9rqqQqCV7WQh,,Verifícalo en Amazon Crianza orgánica: Cuando todos crecemos (Spanish Edition) [Amazon.com.mx](https://www.amazon.com.mx/dp/8419360155/ref=cm_sw_r_apan_i_X87SV177D4SFH9PJ7BP3),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,29\\. El francotirador (2015),,,,None,
6f3q9rqqQqCV7WQh,,Momo,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,30\\. Francotirador: Ghost Warrior 3 (2017),,,,None,
6f3q9rqqQqCV7WQh,,Mujeres del alma mía | Isabel Allende,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,31\\. Francotirador Ghost Warrior Contracts 2 (2021),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,32\\. Sniper Elite 3 (2014),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,33\\. Francotirador: arma de represalia (2009),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,34\\. Francotirador: Contratos Ghost Warrior (2019),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"35\\. Juba: El francotirador iraquÃ­, la historia no contada (2018)",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,36\\. La leyenda del francotirador americano (2017),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,37\\. Francotirador (2014),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,38\\. Francotirador: Misiones mÃ¡s mortales (2010),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,39\\. 5 francotiradores peligrosos de Free Fire (2022),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,40\\. El francotirador (2020),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,41\\. Pug francotirador (2014),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,42\\. Francotirador: Guerrero Fantasma (2010),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,tirador,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,6 DÃ­as,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Sicario,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Asesino americano,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Triple Frontera,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Milla 22,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,El casillero herido,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,LÃ¡grimas del Sol,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,El muro,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,13 Horas,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,12 fuertes,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,El extranjero,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,El hombre de TÃO,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,El contratista,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,La guerra del maÃ±ana,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,SWAT,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,6 subterrÃ¡neos,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,HalcÃ³n Negro caÃ­do,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Alboroto,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Sabotaje,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,francotirador americano,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,DecisiÃ³n Ejecutiva,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,ResurrecciÃ³n mecÃ¡nica,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Hotel Bombay,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Nivel de jefe,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Depredador,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Camino de la hiena,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Los perdedores,,,,None,
