project_id,section_id,task_content,completed_at,description,due,duration
6f3q9rqqQqCV7WQh,,"El principio del placer
de José Emilio Pacheco (Pasta blanda) | Ofrecido por Amazon México.",,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,14\\. SueÃ±a y juega (2022),,,,
6f3q9rqqQqCV7WQh,,"Gramatica de la Fantasia: Introduccion al Arte de Inventar Historias (Coleccion Nuevos Caminos) (Spanish Edition)
de Gianni Rodari (Pasta blanda) | Ofrecido por Nimbus Retail.",,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,15\\. El Campo (2014),,,,
6f3q9rqqQqCV7WQh,,"Mendel el de los libros (Cuadernos del Acantilado nº 33)
de Stefan Zweig, Berta Vias Mahou (Edición Kindle) | Ofrecido por Amazon Mexico Services, Inc..",,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,16\\. JardÃ­n del DragÃ³n PacÃ­fico (2019),,,,
6f3q9rqqQqCV7WQh,,"LA CONSPIRADORA
de GUILLERMO BARBA (Pasta blanda) | Ofrecido por Amazon México.",,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,17\\. Royal (2017),,,,
6f3q9rqqQqCV7WQh,,"Salon de belleza
de Mario Bellatin (Pasta blanda) |",,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"18\\. War Brides of Japan, un documental: The Brides (2019)",,,,
6f3q9rqqQqCV7WQh,,"Cuentos reunidos / Reunited Stories
de Amparo Davila (Pasta blanda) | Ofrecido por cybershopmorelia.",,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"19\\. War Brides of Japan, un documental: The Culture (2019)",,,,
6f3q9rqqQqCV7WQh,,"Necropolitana
de Bernardo Esquinca (folleto) |",,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"20\\. War Brides of Japan, un documental: Herstory (2019)",,,,
6f3q9rqqQqCV7WQh,,Buscar y comprar La maravillosa historia del tiempo y sus circunstancias,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"21\\. War Brides of Japan, un documental: BFF's; Budist Friends Forever (2019)",,,,
6f3q9rqqQqCV7WQh,,Clint Emerson 511 Tactical author,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,22\\. Siempre tendremos a Parris (2016),,,,
6f3q9rqqQqCV7WQh,,DECAMERON,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,23\\. Disculpe mi acento (2020),,,,
6f3q9rqqQqCV7WQh,,DERECHOS HUMANOS + DERECHOS DEL CIUDADANO: Discurso en la Asamblea Legislativa de Francia / por Víctor Hugo,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,24\\. Parris Island 100 aÃ±os: hacemos marines (2015),,,,
6f3q9rqqQqCV7WQh,,Chaos James Gleick's,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"25\\. War Brides of Japan, un documental: The Kids (2019)",,,,
6f3q9rqqQqCV7WQh,,Un mundo alucinante Reynaldo Arenas,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,26\\. Marines NCR: Fuerzas Especiales NCR (2021),,,,
6f3q9rqqQqCV7WQh,,Día de la Mujer: 5 teoremas matemáticos cuyas autoras (y sus fascinantes historias) quizás no conoces - BBC News Mundo,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,27\\. Historia militar visualizada (2016),,,,
6f3q9rqqQqCV7WQh,,Dios creó los números hucking,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,28\\. Viaje por carretera en Florida (viaje por carretera en el centro de Florida) (2017),,,,
6f3q9rqqQqCV7WQh,,"Dragon Y El Unicornio, El Pasta blanda – 2013 por Alejandro Carrillo Castro (Autor)",,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,29\\. Ucrania en llamas 2 (2022),,,,
6f3q9rqqQqCV7WQh,,El chapó guzmán el juicio del siglo,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,30\\. Los juguetes que nos hicieron (2017-2019),,,,
6f3q9rqqQqCV7WQh,,El mal menor,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,31\\. Halo (2022),,,,
6f3q9rqqQqCV7WQh,,EL PUNTO CLAVE,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,1\\. Francotirador: Ultimate Kill (2017),,,,
6f3q9rqqQqCV7WQh,,Erase una vez en México libro,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,2\\. Francotirador: Fin del Asesino (2020),,,,
6f3q9rqqQqCV7WQh,,Fwd: la flor de la vida pdf,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,3\\. Francotirador americano (2014),,,,
6f3q9rqqQqCV7WQh,,Jonathan Haide (Libros),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,4\\. Francotirador: G.R.I.T. - Equipo de Respuesta Global e Inteligencia (2023),,,,
6f3q9rqqQqCV7WQh,,"Judgement under Uncertainty («Discernimiento en la incertidumbre»), Tversky y Kahneman",,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,5\\. Francotirador: MisiÃ³n Rogue (2022),,,,
6f3q9rqqQqCV7WQh,,Ladrón de esperanzas - - - Fco Martín Moreno,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,6\\. Francotirador. El cuervo blanco (2022),,,,
6f3q9rqqQqCV7WQh,,LAS MATEMATICAS DEL AMOR HANNAH FRY,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,7\\. Francotirador: Tirador Fantasma (2016),,,,
6f3q9rqqQqCV7WQh,,Las voces de chernobil,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,8\\. Francotirador: Reloaded (2011),,,,
6f3q9rqqQqCV7WQh,,LEONARDO DA VINCI WALTER ISAACSON,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,9\\. Fortaleza: Ojo de Francotirador (2022),,,,
6f3q9rqqQqCV7WQh,,Libro elogio a la traicion,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,10\\. Francotirador: Legacy (2014),,,,
6f3q9rqqQqCV7WQh,,Los piratas del boulevard,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,11\\. Francotirador: Operaciones Especiales (2016),,,,
6f3q9rqqQqCV7WQh,,Madres fuertes hijos fuertes,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,12\\. Francotirador (2020),,,,
6f3q9rqqQqCV7WQh,,Verifícalo en Amazon Diario del presidente Polk [Amazon.com](https://www.amazon.com/dp/607030876X/ref=cm_sw_r_u_apa_glt_fabc_A3BKDHPAMGA6QCKYKFME),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,13\\. Francotiradores (2022),,,,
6f3q9rqqQqCV7WQh,,Los apuntes hijos,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,14\\. Los francotiradores de Washington (2013),,,,
6f3q9rqqQqCV7WQh,,Morir es un alivio libro,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,15\\. Sniper Elite (2014),,,,
6f3q9rqqQqCV7WQh,,Decameron,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,16\\. Francotirador Elite 5 (2022),,,,
6f3q9rqqQqCV7WQh,,Boquitas pintadas de Manuel Puig,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,17\\. El francotirador (2009),,,,
6f3q9rqqQqCV7WQh,,El beso de la mujer araña por Manuel Puig,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,18\\. Francotirador: Venganza (2023),,,,
6f3q9rqqQqCV7WQh,,El mundo alucinante por Reynaldo Arenas,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,19\\. Francotirador (2021),,,,
6f3q9rqqQqCV7WQh,,De como no fui el hombre de la decada y otras decepciones. Libro,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,20\\. Francotirador siberiano (2021),,,,
6f3q9rqqQqCV7WQh,,Corazón diario de un niño,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,21\\. Sniper Elite 4 (2017),,,,
6f3q9rqqQqCV7WQh,,The Wit and Wisdom of Winston Churchill,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,22\\. Juji zhi wang: Ansha (2022),,,,
6f3q9rqqQqCV7WQh,,Leer poemas de Antonio Machado,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"22\\. Yo, francotirador: The Washington Killers (2020)",,,,
6f3q9rqqQqCV7WQh,,Verifícalo en Amazon Gustavo A. Madero (Vientos del Pueblo) (Spanish Edition) [Amazon.com](https://www.amazon.com/dp/B08F4N8P4B/ref=cm_sw_r_awdo_navT_g_VNR62TXXR93JG7CJQW5A),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,23\\. Francotirador asesino: Disparar a matar (2014),,,,
6f3q9rqqQqCV7WQh,,El seductor de la patria por Enrique Serna,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,24\\. Francotirador: Dentro de la mira (2009),,,,
6f3q9rqqQqCV7WQh,,Estas ruinas que vez de Ibarguengoitia,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,25\\. Una guerra de francotiradores (2018),,,,
6f3q9rqqQqCV7WQh,,Las preciosas ridiculas de Moliere,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,26\\. Francotirador (2020),,,,
6f3q9rqqQqCV7WQh,,Tarturfo de Molier,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,27\\. Francotirador de D.C. (2010),,,,
6f3q9rqqQqCV7WQh,,Verifícalo en Amazon Cabeza De Vaca [Amazon.com.mx](https://www.amazon.com.mx/dp/8466667504/ref=cm_sw_r_apan_i_HR73NDF848WESCSF39BP),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,28\\. Detective Conan: El francotirador de otra dimensiÃ³n (2014),,,,
6f3q9rqqQqCV7WQh,,Verifícalo en Amazon Crianza orgánica: Cuando todos crecemos (Spanish Edition) [Amazon.com.mx](https://www.amazon.com.mx/dp/8419360155/ref=cm_sw_r_apan_i_X87SV177D4SFH9PJ7BP3),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,29\\. El francotirador (2015),,,,
6f3q9rqqQqCV7WQh,,Momo,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,30\\. Francotirador: Ghost Warrior 3 (2017),,,,
6f3q9rqqQqCV7WQh,,Mujeres del alma mía | Isabel Allende,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,31\\. Francotirador Ghost Warrior Contracts 2 (2021),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,32\\. Sniper Elite 3 (2014),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,33\\. Francotirador: arma de represalia (2009),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,34\\. Francotirador: Contratos Ghost Warrior (2019),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"35\\. Juba: El francotirador iraquÃ­, la historia no contada (2018)",,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,36\\. La leyenda del francotirador americano (2017),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,37\\. Francotirador (2014),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,38\\. Francotirador: Misiones mÃ¡s mortales (2010),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,39\\. 5 francotiradores peligrosos de Free Fire (2022),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,40\\. El francotirador (2020),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,41\\. Pug francotirador (2014),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,42\\. Francotirador: Guerrero Fantasma (2010),,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,tirador,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,6 DÃ­as,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Sicario,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Asesino americano,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Triple Frontera,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Milla 22,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,El casillero herido,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,LÃ¡grimas del Sol,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,El muro,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,13 Horas,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,12 fuertes,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,El extranjero,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,El hombre de TÃO,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,El contratista,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,La guerra del maÃ±ana,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,SWAT,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,6 subterrÃ¡neos,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,HalcÃ³n Negro caÃ­do,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Alboroto,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Sabotaje,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,francotirador americano,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,DecisiÃ³n Ejecutiva,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,ResurrecciÃ³n mecÃ¡nica,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Hotel Bombay,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Nivel de jefe,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Depredador,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Camino de la hiena,,,,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Los perdedores,,,,
